subj,session,trial,rt,object_response,category,condition,imagename
dino_v8,1,42,NaN,knife,bottle,150,0042_ps_dnn_150_bottle_10_n04557648_8320.png
dino_v8,1,43,NaN,dog,dog,0,0043_ps_dnn_0_dog_10_n02105641_6503.png
dino_v8,1,44,NaN,clock,clock,90,0044_ps_dnn_90_clock_10_n04548280_6022.png
dino_v8,1,45,NaN,clock,clock,60,0045_ps_dnn_60_clock_10_n03196217_7414.png
dino_v8,1,46,NaN,bird,oven,150,0046_ps_dnn_150_oven_10_n04111531_7965.png
dino_v8,1,47,NaN,bottle,bottle,90,0047_ps_dnn_90_bottle_10_n04579145_4594.png
dino_v8,1,48,NaN,bottle,bottle,30,0048_ps_dnn_30_bottle_10_n03983396_4564.png
dino_v8,1,49,NaN,cat,cat,60,0049_ps_dnn_60_cat_10_n02125311_54015.png
dino_v8,1,50,NaN,clock,bicycle,150,0050_ps_dnn_150_bicycle_10_n03792782_5133.png
dino_v8,1,51,NaN,bird,bird,120,0051_ps_dnn_120_bird_10_n02018207_6296.png
dino_v8,1,52,NaN,bird,bird,30,0052_ps_dnn_30_bird_10_n01817953_11996.png
dino_v8,1,53,NaN,bird,keyboard,150,0053_ps_dnn_150_keyboard_10_n03085013_3148.png
dino_v8,1,54,NaN,bear,bear,60,0054_ps_dnn_60_bear_10_n02134418_5537.png
dino_v8,1,55,NaN,bottle,cat,150,0055_ps_dnn_150_cat_10_n02125311_11409.png
dino_v8,1,56,NaN,knife,knife,30,0056_ps_dnn_30_knife_10_n03041632_3063.png
dino_v8,1,57,NaN,dog,dog,60,0057_ps_dnn_60_dog_10_n02106550_6424.png
dino_v8,1,58,NaN,bear,bear,30,0058_ps_dnn_30_bear_10_n02133161_7032.png
dino_v8,1,59,NaN,bird,cat,150,0059_ps_dnn_150_cat_10_n02125311_5570.png
dino_v8,1,60,NaN,bird,bird,30,0060_ps_dnn_30_bird_10_n01843383_13894.png
dino_v8,1,61,NaN,oven,bottle,60,0061_ps_dnn_60_bottle_10_n03983396_2205.png
dino_v8,1,62,NaN,bicycle,bicycle,60,0062_ps_dnn_60_bicycle_10_n03792782_31010.png
dino_v8,1,63,NaN,bottle,bottle,60,0063_ps_dnn_60_bottle_10_n02823428_880.png
dino_v8,1,64,NaN,car,car,180,0064_ps_dnn_180_car_10_n02814533_40459.png
dino_v8,1,65,NaN,cat,cat,120,0065_ps_dnn_120_cat_10_n02123045_567.png
dino_v8,1,66,NaN,knife,knife,120,0066_ps_dnn_120_knife_10_n03041632_24541.png
dino_v8,1,67,NaN,elephant,elephant,30,0067_ps_dnn_30_elephant_10_n02504458_8644.png
dino_v8,1,68,NaN,keyboard,keyboard,0,0068_ps_dnn_0_keyboard_10_n03085013_2166.png
dino_v8,1,69,NaN,bicycle,boat,90,0069_ps_dnn_90_boat_10_n04273569_13972.png
dino_v8,1,70,NaN,clock,airplane,150,0070_ps_dnn_150_airplane_10_n02690373_9432.png
dino_v8,1,71,NaN,bicycle,truck,90,0071_ps_dnn_90_truck_10_n03417042_5228.png
dino_v8,1,72,NaN,airplane,airplane,0,0072_ps_dnn_0_airplane_10_n02690373_4294.png
dino_v8,1,73,NaN,clock,chair,30,0073_ps_dnn_30_chair_10_n04099969_52474.png
dino_v8,1,74,NaN,oven,oven,30,0074_ps_dnn_30_oven_10_n04111531_21822.png
dino_v8,1,75,NaN,knife,oven,150,0075_ps_dnn_150_oven_10_n04111531_15735.png
dino_v8,1,76,NaN,cat,dog,120,0076_ps_dnn_120_dog_10_n02104029_7335.png
dino_v8,1,77,NaN,bird,truck,150,0077_ps_dnn_150_truck_10_n03417042_17911.png
dino_v8,1,78,NaN,clock,clock,30,0078_ps_dnn_30_clock_10_n02708093_899.png
dino_v8,1,79,NaN,boat,boat,60,0079_ps_dnn_60_boat_10_n03662601_9590.png
dino_v8,1,80,NaN,clock,chair,90,0080_ps_dnn_90_chair_10_n02791124_6550.png
dino_v8,1,81,NaN,bird,clock,180,0081_ps_dnn_180_clock_10_n03196217_4492.png
dino_v8,1,82,NaN,car,car,30,0082_ps_dnn_30_car_10_n04285008_14128.png
dino_v8,1,83,NaN,bicycle,bicycle,60,0083_ps_dnn_60_bicycle_10_n02835271_4730.png
dino_v8,1,84,NaN,elephant,elephant,0,0084_ps_dnn_0_elephant_10_n02504458_62.png
dino_v8,1,85,NaN,bear,dog,120,0085_ps_dnn_120_dog_10_n02086646_8144.png
dino_v8,1,86,NaN,knife,knife,60,0086_ps_dnn_60_knife_10_n03041632_1671.png
dino_v8,1,87,NaN,clock,bird,180,0087_ps_dnn_180_bird_10_n01534433_10801.png
dino_v8,1,88,NaN,bird,keyboard,150,0088_ps_dnn_150_keyboard_10_n03085013_20570.png
dino_v8,1,89,NaN,knife,knife,150,0089_ps_dnn_150_knife_10_n03041632_4808.png
dino_v8,1,90,NaN,knife,keyboard,180,0090_ps_dnn_180_keyboard_10_n03085013_1808.png
dino_v8,1,91,NaN,knife,truck,120,0091_ps_dnn_120_truck_10_n03796401_4370.png
dino_v8,1,92,NaN,airplane,airplane,60,0092_ps_dnn_60_airplane_10_n02690373_6314.png
dino_v8,1,93,NaN,oven,oven,90,0093_ps_dnn_90_oven_10_n04111531_4879.png
dino_v8,1,94,NaN,boat,airplane,180,0094_ps_dnn_180_airplane_10_n02690373_4375.png
dino_v8,1,95,NaN,bottle,bottle,60,0095_ps_dnn_60_bottle_10_n04557648_4133.png
dino_v8,1,96,NaN,clock,bicycle,120,0096_ps_dnn_120_bicycle_10_n02835271_19213.png
dino_v8,1,97,NaN,clock,bear,150,0097_ps_dnn_150_bear_10_n02132136_10577.png
dino_v8,1,98,NaN,airplane,airplane,90,0098_ps_dnn_90_airplane_10_n02690373_3147.png
dino_v8,1,99,NaN,elephant,elephant,60,0099_ps_dnn_60_elephant_10_n02504013_10389.png
dino_v8,1,100,NaN,boat,chair,150,0100_ps_dnn_150_chair_10_n02791124_5685.png
dino_v8,1,101,NaN,cat,bird,60,0101_ps_dnn_60_bird_10_n01817953_6333.png
dino_v8,1,102,NaN,chair,keyboard,90,0102_ps_dnn_90_keyboard_10_n03085013_20247.png
dino_v8,1,103,NaN,airplane,airplane,0,0103_ps_dnn_0_airplane_10_n02690373_5729.png
dino_v8,1,104,NaN,bicycle,bicycle,90,0104_ps_dnn_90_bicycle_10_n03792782_55532.png
dino_v8,1,105,NaN,bicycle,bicycle,0,0105_ps_dnn_0_bicycle_10_n02835271_8417.png
dino_v8,1,106,NaN,clock,clock,60,0106_ps_dnn_60_clock_10_n03196217_599.png
dino_v8,1,107,NaN,airplane,airplane,0,0107_ps_dnn_0_airplane_10_n02690373_1952.png
dino_v8,1,108,NaN,car,bear,180,0108_ps_dnn_180_bear_10_n02134084_23061.png
dino_v8,1,109,NaN,knife,bicycle,150,0109_ps_dnn_150_bicycle_10_n03792782_27445.png
dino_v8,1,110,NaN,clock,clock,30,0110_ps_dnn_30_clock_10_n03196217_6348.png
dino_v8,1,111,NaN,bear,bear,90,0111_ps_dnn_90_bear_10_n02132136_5778.png
dino_v8,1,112,NaN,boat,boat,90,0112_ps_dnn_90_boat_10_n04273569_4772.png
dino_v8,1,113,NaN,bird,oven,180,0113_ps_dnn_180_oven_10_n04111531_23830.png
dino_v8,1,114,NaN,bird,bird,150,0114_ps_dnn_150_bird_10_n01855032_1306.png
dino_v8,1,115,NaN,elephant,elephant,60,0115_ps_dnn_60_elephant_10_n02504013_8905.png
dino_v8,1,116,NaN,clock,truck,60,0116_ps_dnn_60_truck_10_n04467665_30461.png
dino_v8,1,117,NaN,knife,knife,60,0117_ps_dnn_60_knife_10_n03041632_20662.png
dino_v8,1,118,NaN,keyboard,boat,180,0118_ps_dnn_180_boat_10_n03662601_15915.png
dino_v8,1,119,NaN,knife,boat,150,0119_ps_dnn_150_boat_10_n04273569_62.png
dino_v8,1,120,NaN,clock,bicycle,180,0120_ps_dnn_180_bicycle_10_n03792782_8080.png
dino_v8,1,121,NaN,cat,airplane,120,0121_ps_dnn_120_airplane_10_n02690373_10309.png
dino_v8,1,122,NaN,dog,dog,30,0122_ps_dnn_30_dog_10_n02093859_1001.png
dino_v8,1,123,NaN,oven,oven,0,0123_ps_dnn_0_oven_10_n04111531_15267.png
dino_v8,1,124,NaN,cat,cat,90,0124_ps_dnn_90_cat_10_n02124075_81.png
dino_v8,1,125,NaN,elephant,elephant,60,0125_ps_dnn_60_elephant_10_n02504013_7314.png
dino_v8,1,126,NaN,knife,bottle,120,0126_ps_dnn_120_bottle_10_n03983396_3294.png
dino_v8,1,127,NaN,cat,cat,60,0127_ps_dnn_60_cat_10_n02123159_3201.png
dino_v8,1,128,NaN,bear,dog,90,0128_ps_dnn_90_dog_10_n02101388_11601.png
dino_v8,1,129,NaN,cat,cat,30,0129_ps_dnn_30_cat_10_n02123597_4442.png
dino_v8,1,130,NaN,airplane,airplane,30,0130_ps_dnn_30_airplane_10_n02690373_1950.png
dino_v8,1,131,NaN,clock,bird,120,0131_ps_dnn_120_bird_10_n01616318_4652.png
dino_v8,1,132,NaN,airplane,airplane,90,0132_ps_dnn_90_airplane_10_n02690373_17937.png
dino_v8,1,133,NaN,clock,clock,30,0133_ps_dnn_30_clock_10_n02708093_1125.png
dino_v8,1,134,NaN,clock,elephant,150,0134_ps_dnn_150_elephant_10_n02504458_6499.png
dino_v8,1,135,NaN,clock,clock,30,0135_ps_dnn_30_clock_10_n02708093_51.png
dino_v8,1,136,NaN,clock,bicycle,90,0136_ps_dnn_90_bicycle_10_n02835271_13180.png
dino_v8,1,137,NaN,elephant,cat,120,0137_ps_dnn_120_cat_10_n02123597_7297.png
dino_v8,1,138,NaN,clock,clock,30,0138_ps_dnn_30_clock_10_n04548280_1109.png
dino_v8,1,139,NaN,clock,clock,60,0139_ps_dnn_60_clock_10_n04548280_1304.png
dino_v8,1,140,NaN,clock,bird,180,0140_ps_dnn_180_bird_10_n01833805_8179.png
dino_v8,1,141,NaN,bottle,bottle,60,0141_ps_dnn_60_bottle_10_n03983396_24525.png
dino_v8,1,142,NaN,bear,elephant,120,0142_ps_dnn_120_elephant_10_n02504013_5945.png
dino_v8,1,143,NaN,knife,airplane,120,0143_ps_dnn_120_airplane_10_n02690373_13610.png
dino_v8,1,144,NaN,clock,knife,90,0144_ps_dnn_90_knife_10_n03041632_21859.png
dino_v8,1,145,NaN,cat,cat,60,0145_ps_dnn_60_cat_10_n02123045_568.png
dino_v8,1,146,NaN,knife,clock,180,0146_ps_dnn_180_clock_10_n02708093_960.png
dino_v8,1,147,NaN,clock,bicycle,120,0147_ps_dnn_120_bicycle_10_n02835271_9669.png
dino_v8,1,148,NaN,cat,cat,60,0148_ps_dnn_60_cat_10_n02123597_14647.png
dino_v8,1,149,NaN,bicycle,bicycle,0,0149_ps_dnn_0_bicycle_10_n02835271_7794.png
dino_v8,1,150,NaN,bird,bird,0,0150_ps_dnn_0_bird_10_n02011460_5925.png
dino_v8,1,151,NaN,oven,oven,90,0151_ps_dnn_90_oven_10_n04111531_8852.png
dino_v8,1,152,NaN,clock,knife,90,0152_ps_dnn_90_knife_10_n03041632_84086.png
dino_v8,1,153,NaN,car,car,60,0153_ps_dnn_60_car_10_n03100240_13602.png
dino_v8,1,154,NaN,bird,dog,180,0154_ps_dnn_180_dog_10_n02106662_43958.png
dino_v8,1,155,NaN,chair,chair,30,0155_ps_dnn_30_chair_10_n02791124_1292.png
dino_v8,1,156,NaN,cat,dog,90,0156_ps_dnn_90_dog_10_n02085782_4522.png
dino_v8,1,157,NaN,bear,bear,60,0157_ps_dnn_60_bear_10_n02132136_686.png
dino_v8,1,158,NaN,clock,bird,120,0158_ps_dnn_120_bird_10_n01796340_12914.png
dino_v8,1,159,NaN,bottle,knife,60,0159_ps_dnn_60_knife_10_n03041632_24060.png
dino_v8,1,160,NaN,car,bottle,180,0160_ps_dnn_180_bottle_10_n03983396_4775.png
dino_v8,1,161,NaN,clock,keyboard,120,0161_ps_dnn_120_keyboard_10_n04505470_1516.png
dino_v8,1,162,NaN,knife,boat,150,0162_ps_dnn_150_boat_10_n03344393_4944.png
dino_v8,1,163,NaN,elephant,cat,150,0163_ps_dnn_150_cat_10_n02123159_3524.png
dino_v8,1,164,NaN,truck,truck,60,0164_ps_dnn_60_truck_10_n04467665_50648.png
dino_v8,1,165,NaN,dog,dog,0,0165_ps_dnn_0_dog_10_n02107574_1277.png
dino_v8,1,166,NaN,oven,oven,60,0166_ps_dnn_60_oven_10_n04111531_21980.png
dino_v8,1,167,NaN,bird,boat,120,0167_ps_dnn_120_boat_10_n03344393_11315.png
dino_v8,1,168,NaN,cat,knife,90,0168_ps_dnn_90_knife_10_n03041632_32896.png
dino_v8,1,169,NaN,bottle,bottle,30,0169_ps_dnn_30_bottle_10_n03937543_3133.png
dino_v8,1,170,NaN,knife,car,180,0170_ps_dnn_180_car_10_n04285008_15213.png
dino_v8,1,171,NaN,bear,elephant,90,0171_ps_dnn_90_elephant_10_n02504013_3081.png
dino_v8,1,172,NaN,cat,cat,60,0172_ps_dnn_60_cat_10_n02123159_6873.png
dino_v8,1,173,NaN,bottle,bottle,60,0173_ps_dnn_60_bottle_10_n04579145_4385.png
dino_v8,1,174,NaN,elephant,bear,60,0174_ps_dnn_60_bear_10_n02134418_2185.png
dino_v8,1,175,NaN,clock,chair,150,0175_ps_dnn_150_chair_10_n04429376_16002.png
dino_v8,1,176,NaN,truck,car,60,0176_ps_dnn_60_car_10_n03100240_8107.png
dino_v8,1,177,NaN,boat,boat,60,0177_ps_dnn_60_boat_10_n04273569_15906.png
dino_v8,1,178,NaN,clock,car,150,0178_ps_dnn_150_car_10_n02814533_85659.png
dino_v8,1,179,NaN,knife,car,150,0179_ps_dnn_150_car_10_n02814533_87140.png
dino_v8,1,180,NaN,keyboard,keyboard,30,0180_ps_dnn_30_keyboard_10_n03085013_7520.png
dino_v8,1,181,NaN,bear,dog,90,0181_ps_dnn_90_dog_10_n02112018_10082.png
dino_v8,1,182,NaN,bear,bear,90,0182_ps_dnn_90_bear_10_n02134084_5733.png
dino_v8,1,183,NaN,cat,cat,90,0183_ps_dnn_90_cat_10_n02123597_3821.png
dino_v8,1,184,NaN,knife,boat,120,0184_ps_dnn_120_boat_10_n04612504_15256.png
dino_v8,1,185,NaN,car,car,90,0185_ps_dnn_90_car_10_n02814533_84296.png
dino_v8,1,186,NaN,knife,clock,120,0186_ps_dnn_120_clock_10_n04548280_5295.png
dino_v8,1,187,NaN,airplane,airplane,30,0187_ps_dnn_30_airplane_10_n02690373_11799.png
dino_v8,1,188,NaN,bear,dog,120,0188_ps_dnn_120_dog_10_n02092002_9876.png
dino_v8,1,189,NaN,chair,chair,0,0189_ps_dnn_0_chair_10_n02791124_16885.png
dino_v8,1,190,NaN,airplane,airplane,60,0190_ps_dnn_60_airplane_10_n02690373_9376.png
dino_v8,1,191,NaN,bird,oven,180,0191_ps_dnn_180_oven_10_n04111531_6474.png
dino_v8,1,192,NaN,knife,knife,180,0192_ps_dnn_180_knife_10_n03041632_44230.png
dino_v8,1,193,NaN,clock,dog,180,0193_ps_dnn_180_dog_10_n02099601_6318.png
dino_v8,1,194,NaN,clock,cat,150,0194_ps_dnn_150_cat_10_n02125311_20241.png
dino_v8,1,195,NaN,knife,truck,120,0195_ps_dnn_120_truck_10_n04467665_51397.png
dino_v8,1,196,NaN,dog,dog,0,0196_ps_dnn_0_dog_10_n02104365_1500.png
dino_v8,1,197,NaN,knife,knife,90,0197_ps_dnn_90_knife_10_n03041632_3171.png
dino_v8,1,198,NaN,oven,oven,60,0198_ps_dnn_60_oven_10_n04111531_249.png
dino_v8,1,199,NaN,bear,bear,90,0199_ps_dnn_90_bear_10_n02133161_8856.png
dino_v8,1,200,NaN,cat,cat,0,0200_ps_dnn_0_cat_10_n02123045_13354.png
dino_v8,1,201,NaN,clock,keyboard,120,0201_ps_dnn_120_keyboard_10_n03085013_23267.png
dino_v8,1,202,NaN,truck,truck,30,0202_ps_dnn_30_truck_10_n03796401_22643.png
dino_v8,1,203,NaN,knife,elephant,180,0203_ps_dnn_180_elephant_10_n02504458_4572.png
dino_v8,1,204,NaN,dog,truck,180,0204_ps_dnn_180_truck_10_n04467665_23173.png
dino_v8,1,205,NaN,bird,bear,180,0205_ps_dnn_180_bear_10_n02134418_25040.png
dino_v8,1,206,NaN,bicycle,bicycle,60,0206_ps_dnn_60_bicycle_10_n02835271_21185.png
dino_v8,1,207,NaN,clock,boat,30,0207_ps_dnn_30_boat_10_n02951358_12664.png
dino_v8,1,208,NaN,bottle,bottle,30,0208_ps_dnn_30_bottle_10_n03983396_11519.png
dino_v8,1,209,NaN,knife,knife,120,0209_ps_dnn_120_knife_10_n03041632_36280.png
dino_v8,1,210,NaN,airplane,truck,60,0210_ps_dnn_60_truck_10_n04467665_67115.png
dino_v8,1,211,NaN,bear,bear,30,0211_ps_dnn_30_bear_10_n02133161_1560.png
dino_v8,1,212,NaN,boat,truck,180,0212_ps_dnn_180_truck_10_n03417042_6780.png
dino_v8,1,213,NaN,elephant,bear,150,0213_ps_dnn_150_bear_10_n02134084_20261.png
dino_v8,1,214,NaN,bird,chair,180,0214_ps_dnn_180_chair_10_n03376595_8377.png
dino_v8,1,215,NaN,bird,bird,180,0215_ps_dnn_180_bird_10_n01824575_3556.png
dino_v8,1,216,NaN,chair,chair,90,0216_ps_dnn_90_chair_10_n04099969_36004.png
dino_v8,1,217,NaN,bicycle,bicycle,0,0217_ps_dnn_0_bicycle_10_n02835271_22549.png
dino_v8,1,218,NaN,clock,clock,150,0218_ps_dnn_150_clock_10_n04548280_8535.png
dino_v8,1,219,NaN,cat,knife,120,0219_ps_dnn_120_knife_10_n03041632_14546.png
dino_v8,1,220,NaN,keyboard,keyboard,0,0220_ps_dnn_0_keyboard_10_n04505470_4974.png
dino_v8,1,221,NaN,clock,clock,0,0221_ps_dnn_0_clock_10_n04548280_487.png
dino_v8,1,222,NaN,truck,truck,30,0222_ps_dnn_30_truck_10_n03417042_10401.png
dino_v8,1,223,NaN,knife,clock,180,0223_ps_dnn_180_clock_10_n03196217_6257.png
dino_v8,1,224,NaN,bear,elephant,120,0224_ps_dnn_120_elephant_10_n02504458_1698.png
dino_v8,1,225,NaN,cat,keyboard,180,0225_ps_dnn_180_keyboard_10_n03085013_23014.png
dino_v8,1,226,NaN,cat,cat,60,0226_ps_dnn_60_cat_10_n02125311_17002.png
dino_v8,1,227,NaN,car,boat,180,0227_ps_dnn_180_boat_10_n03344393_5566.png
dino_v8,1,228,NaN,keyboard,bicycle,150,0228_ps_dnn_150_bicycle_10_n02835271_4887.png
dino_v8,1,229,NaN,knife,keyboard,120,0229_ps_dnn_120_keyboard_10_n04505470_8386.png
dino_v8,1,230,NaN,bear,bear,120,0230_ps_dnn_120_bear_10_n02133161_361.png
dino_v8,1,231,NaN,bottle,bottle,0,0231_ps_dnn_0_bottle_10_n04560804_2165.png
dino_v8,1,232,NaN,knife,cat,150,0232_ps_dnn_150_cat_10_n02124075_14020.png
dino_v8,1,233,NaN,knife,clock,150,0233_ps_dnn_150_clock_10_n04548280_3301.png
dino_v8,1,234,NaN,bear,knife,180,0234_ps_dnn_180_knife_10_n03041632_5820.png
dino_v8,1,235,NaN,bird,oven,120,0235_ps_dnn_120_oven_10_n04111531_2922.png
dino_v8,1,236,NaN,bear,bear,120,0236_ps_dnn_120_bear_10_n02134084_7441.png
dino_v8,1,237,NaN,knife,airplane,150,0237_ps_dnn_150_airplane_10_n02690373_8252.png
dino_v8,1,238,NaN,clock,bird,150,0238_ps_dnn_150_bird_10_n02018207_69.png
dino_v8,1,239,NaN,bird,bird,30,0239_ps_dnn_30_bird_10_n01798484_5355.png
dino_v8,1,240,NaN,clock,keyboard,150,0240_ps_dnn_150_keyboard_10_n03085013_4999.png
dino_v8,1,241,NaN,cat,dog,120,0241_ps_dnn_120_dog_10_n02111500_3041.png
dino_v8,1,242,NaN,boat,boat,0,0242_ps_dnn_0_boat_10_n04612504_15237.png
dino_v8,1,243,NaN,keyboard,truck,150,0243_ps_dnn_150_truck_10_n03417042_6480.png
dino_v8,1,244,NaN,knife,airplane,180,0244_ps_dnn_180_airplane_10_n02690373_8382.png
dino_v8,1,245,NaN,cat,bottle,120,0245_ps_dnn_120_bottle_10_n04591713_2345.png
dino_v8,1,246,NaN,elephant,elephant,60,0246_ps_dnn_60_elephant_10_n02504458_9516.png
dino_v8,1,247,NaN,bird,elephant,180,0247_ps_dnn_180_elephant_10_n02504013_698.png
dino_v8,1,248,NaN,bear,bear,0,0248_ps_dnn_0_bear_10_n02133161_5292.png
dino_v8,1,249,NaN,boat,boat,90,0249_ps_dnn_90_boat_10_n02951358_14341.png
dino_v8,1,250,NaN,knife,bear,120,0250_ps_dnn_120_bear_10_n02133161_2304.png
dino_v8,1,251,NaN,clock,airplane,150,0251_ps_dnn_150_airplane_10_n02690373_1751.png
dino_v8,1,252,NaN,knife,truck,150,0252_ps_dnn_150_truck_10_n04467665_48953.png
dino_v8,1,253,NaN,oven,oven,0,0253_ps_dnn_0_oven_10_n04111531_10077.png
dino_v8,1,254,NaN,bottle,dog,150,0254_ps_dnn_150_dog_10_n02097209_821.png
dino_v8,1,255,NaN,truck,truck,0,0255_ps_dnn_0_truck_10_n04467665_13231.png
dino_v8,1,256,NaN,bear,dog,90,0256_ps_dnn_90_dog_10_n02107908_3447.png
dino_v8,1,257,NaN,boat,elephant,180,0257_ps_dnn_180_elephant_10_n02504013_5021.png
dino_v8,1,258,NaN,bottle,knife,90,0258_ps_dnn_90_knife_10_n03041632_12242.png
dino_v8,1,259,NaN,knife,keyboard,150,0259_ps_dnn_150_keyboard_10_n03085013_22821.png
dino_v8,1,260,NaN,car,cat,150,0260_ps_dnn_150_cat_10_n02124075_2080.png
dino_v8,1,261,NaN,clock,bicycle,180,0261_ps_dnn_180_bicycle_10_n02835271_7296.png
dino_v8,1,262,NaN,knife,boat,180,0262_ps_dnn_180_boat_10_n04612504_4302.png
dino_v8,1,263,NaN,elephant,clock,150,0263_ps_dnn_150_clock_10_n04548280_4524.png
dino_v8,1,264,NaN,knife,knife,150,0264_ps_dnn_150_knife_10_n03041632_19275.png
dino_v8,1,265,NaN,bird,bird,30,0265_ps_dnn_30_bird_10_n01796340_2973.png
dino_v8,1,266,NaN,oven,chair,90,0266_ps_dnn_90_chair_10_n02791124_15407.png
dino_v8,1,267,NaN,dog,dog,30,0267_ps_dnn_30_dog_10_n02109525_72594.png
dino_v8,1,268,NaN,clock,knife,150,0268_ps_dnn_150_knife_10_n03041632_19614.png
dino_v8,1,269,NaN,keyboard,keyboard,30,0269_ps_dnn_30_keyboard_10_n04505470_5111.png
dino_v8,1,270,NaN,bicycle,bicycle,30,0270_ps_dnn_30_bicycle_10_n03792782_8374.png
dino_v8,1,271,NaN,knife,boat,120,0271_ps_dnn_120_boat_10_n04612504_2024.png
dino_v8,1,272,NaN,bicycle,bicycle,30,0272_ps_dnn_30_bicycle_10_n02835271_9860.png
dino_v8,1,273,NaN,bear,bear,60,0273_ps_dnn_60_bear_10_n02134084_21921.png
dino_v8,1,274,NaN,cat,bear,90,0274_ps_dnn_90_bear_10_n02134418_836.png
dino_v8,1,275,NaN,chair,chair,60,0275_ps_dnn_60_chair_10_n04429376_6141.png
dino_v8,1,276,NaN,truck,truck,30,0276_ps_dnn_30_truck_10_n04467665_6523.png
dino_v8,1,277,NaN,chair,chair,90,0277_ps_dnn_90_chair_10_n04429376_41755.png
dino_v8,1,278,NaN,boat,bottle,180,0278_ps_dnn_180_bottle_10_n04579145_3302.png
